time,td,byt,pkt
1521118773343002.0,100,30360,32
1521118773343102.0,100,34172,36
1521118773343202.0,100,62333,59
1521118773343302.0,100,34909,40
1521118773343402.0,100,77680,66
1521118773343502.0,100,41286,39
1521118773343602.0,100,29767,31
1521118773343702.0,100,47255,46
1521118773343802.0,100,30038,33
1521118773343902.0,100,38061,38
1521118773344002.0,100,39547,41
1521118773344102.0,100,34385,38
1521118773344202.0,100,42833,42
1521118773344302.0,100,56828,52
1521118773344402.0,100,37026,43
1521118773344502.0,100,30793,36
1521118773344602.0,100,28585,34
1521118773344702.0,100,39247,36
1521118773344802.0,100,20429,25
1521118773344902.0,100,16351,28
1521118773345002.0,100,36687,39
1521118773345102.0,100,25155,36
1521118773345202.0,100,21010,39
1521118773345302.0,100,24793,31
1521118773345402.0,100,36335,38
1521118773345502.0,100,22465,31
1521118773345602.0,100,27378,40
1521118773345702.0,100,32157,36
1521118773345802.0,100,26944,34
1521118773345902.0,100,11684,22
1521118773346002.0,100,36499,42
1521118773346102.0,100,21262,24
1521118773346202.0,100,18446,28
1521118773346302.0,100,87766,80
1521118773346402.0,100,51722,47
1521118773346502.0,100,31299,36
1521118773346602.0,100,56594,55
1521118773346702.0,100,41575,42
1521118773346802.0,100,50786,50
1521118773346902.0,100,46724,42
1521118773347002.0,100,39619,37
1521118773347102.0,100,22496,25
1521118773347202.0,100,20081,25
1521118773347302.0,100,31509,36
1521118773347402.0,100,23413,36
1521118773347502.0,100,29757,36
1521118773347602.0,100,24081,38
1521118773347702.0,100,42888,43
1521118773347802.0,100,17369,30
1521118773347902.0,100,33726,47
1521118773348002.0,100,48414,52
1521118773348102.0,100,34242,41
1521118773348202.0,100,36181,33
1521118773348302.0,100,27080,33
1521118773348402.0,100,36677,41
1521118773348502.0,100,37742,39
1521118773348602.0,100,33352,33
1521118773348702.0,100,12978,19
1521118773348802.0,100,32980,39
1521118773348902.0,100,36609,37
1521118773349002.0,100,37368,41
1521118773349102.0,100,22377,30
1521118773349202.0,100,24928,38
1521118773349302.0,100,14274,27
1521118773349402.0,100,16703,29
1521118773349502.0,100,20655,26
1521118773349602.0,100,23472,28
1521118773349702.0,100,30677,29
1521118773349802.0,100,14066,21
1521118773349902.0,100,33035,40
1521118773350002.0,100,33660,36
1521118773350102.0,100,12668,25
1521118773350202.0,100,30020,39
1521118773350302.0,100,24916,35
1521118773350402.0,100,16970,29
1521118773350502.0,100,18717,23
1521118773350602.0,100,19325,36
1521118773350702.0,100,17350,27
1521118773350802.0,100,15354,34
1521118773350902.0,100,20855,28
1521118773351002.0,100,15165,35
1521118773351102.0,100,19957,34
1521118773351202.0,100,41511,50
1521118773351302.0,100,29556,33
1521118773351402.0,100,40011,41
1521118773351502.0,100,32891,36
1521118773351602.0,100,37776,41
1521118773351702.0,100,19328,22
1521118773351802.0,100,15212,27
1521118773351902.0,100,35347,37
1521118773352002.0,100,47998,41
1521118773352102.0,100,29749,29
1521118773352202.0,100,30574,40
1521118773352302.0,100,23506,32
1521118773352402.0,100,12797,19
1521118773352502.0,100,15206,20
1521118773352602.0,100,32546,33
1521118773352702.0,100,30996,34
1521118773352802.0,100,35316,29
1521118773352902.0,100,24035,35
1521118773353002.0,100,38429,36
1521118773353102.0,100,16401,24
1521118773353202.0,100,24620,29
1521118773353302.0,100,17332,25
1521118773353402.0,100,27731,28
1521118773353502.0,100,33655,43
1521118773353602.0,100,36807,37
1521118773353702.0,100,49222,47
1521118773353802.0,100,18734,24
1521118773353902.0,100,21200,35
1521118773354002.0,100,27782,31
1521118773354102.0,100,29594,30
1521118773354202.0,100,11615,18
1521118773354302.0,100,15817,23
1521118773354402.0,100,24237,36
1521118773354502.0,100,17891,23
1521118773354602.0,100,13213,21
1521118773354702.0,100,21488,27
1521118773354802.0,100,24475,24
1521118773354902.0,100,16906,32
1521118773355002.0,100,14905,25
1521118773355102.0,100,37529,45
1521118773355202.0,100,37942,46
1521118773355302.0,100,14085,30
1521118773355402.0,100,21374,29
1521118773355502.0,100,42619,39
1521118773355602.0,100,22648,30
1521118773355702.0,100,12689,21
1521118773355802.0,100,11730,25
1521118773355902.0,100,36928,38
1521118773356002.0,100,24267,35
1521118773356102.0,100,36063,42
1521118773356202.0,100,41626,45
1521118773356302.0,100,27615,36
1521118773356402.0,100,27430,32
1521118773356502.0,100,22153,28
1521118773356602.0,100,35842,33
1521118773356702.0,100,12689,18
1521118773356802.0,100,13531,25
1521118773356902.0,100,25523,26
1521118773357002.0,100,69536,63
1521118773357102.0,100,26321,37
1521118773357202.0,100,21463,28
1521118773357302.0,100,44553,46
1521118773357402.0,100,32810,35
1521118773357502.0,100,28792,38
1521118773357602.0,100,54136,48
1521118773357702.0,100,45797,48
1521118773357802.0,100,58039,55
1521118773357902.0,100,34057,37
1521118773358002.0,100,54903,54
1521118773358102.0,100,40942,39
1521118773358202.0,100,30665,36
1521118773358302.0,100,43564,49
1521118773358402.0,100,37800,41
1521118773358502.0,100,56630,56
1521118773358602.0,100,43556,46
1521118773358702.0,100,36797,37
1521118773358802.0,100,27103,34
1521118773358902.0,100,53434,48
1521118773359002.0,100,26543,34
1521118773359102.0,100,60215,58
1521118773359202.0,100,70534,62
1521118773359302.0,100,91243,77
1521118773359402.0,100,73686,82
1521118773359502.0,100,40538,44
1521118773359602.0,100,56002,56
1521118773359702.0,100,53441,58
1521118773359802.0,100,67780,75
1521118773359902.0,100,37090,45
1521118773360002.0,100,32505,37
1521118773360102.0,100,43037,43
1521118773360202.0,100,26620,34
1521118773360302.0,100,37675,42
1521118773360402.0,100,23104,29
1521118773360502.0,100,26540,24
1521118773360602.0,100,39812,37
1521118773360702.0,100,28249,40
1521118773360802.0,100,35396,39
1521118773360902.0,100,40070,46
1521118773361002.0,100,19465,35
1521118773361102.0,100,40256,46
1521118773361202.0,100,81123,72
1521118773361302.0,100,40497,40
1521118773361402.0,100,41576,73
1521118773361502.0,100,55093,43
1521118773361602.0,100,38499,43
1521118773361702.0,100,50407,47
1521118773361802.0,100,27712,43
1521118773361902.0,100,44047,48
1521118773362002.0,100,35205,35
1521118773362102.0,100,31533,33
1521118773362202.0,100,64577,59
1521118773362302.0,100,41540,45
1521118773362402.0,100,26168,28
1521118773362502.0,100,36823,38
1521118773362602.0,100,73931,68
1521118773362702.0,100,86914,73
1521118773362802.0,100,50131,50
1521118773362902.0,100,39372,40
1521118773363002.0,100,28600,37
1521118773363102.0,100,29233,36
1521118773363202.0,100,17706,29
1521118773363302.0,100,13256,29
1521118773363402.0,100,14760,23
1521118773363502.0,100,16508,24
1521118773363602.0,100,26020,36
1521118773363702.0,100,42431,46
1521118773363802.0,100,35140,45
1521118773363902.0,100,50901,46
1521118773364002.0,100,40458,34
1521118773364102.0,100,31544,36
